scientific_name	dyntaxa_id	aphia_id	worms_scientific_name	worms_status	worms_rank	worms_kingdom	worms_phylum	worms_class	worms_order	worms_family	worms_genus
Corophiidae	2001676	101376	Corophiidae	accepted	Family	Animalia	Arthropoda		Amphipoda	Corophiidae	
Corophium	1009304	101489	Corophium	accepted	Genus	Animalia	Arthropoda		Amphipoda	Corophiidae	Corophium
Medicorophium affine	233438	423507	Medicorophium affine	accepted	Species	Animalia	Arthropoda		Amphipoda	Corophiidae	Medicorophium
Monocorophium insidiosum	233439	148592	Monocorophium insidiosum	accepted	Species	Animalia	Arthropoda		Amphipoda	Corophiidae	Monocorophium
Apocorophium lacustre	243514	148594	Apocorophium lacustre	accepted	Species	Animalia	Arthropoda		Amphipoda	Corophiidae	Apocorophium
Corophium volutator	233437	102101	Corophium volutator	accepted	Species	Animalia	Arthropoda		Amphipoda	Corophiidae	Corophium
Corycaeidae	2001480	128569	Corycaeidae	accepted	Family	Animalia	Arthropoda		Cyclopoida	Corycaeidae	
Corycaeus	1011375	128634	Corycaeus	accepted	Genus	Animalia	Arthropoda		Cyclopoida	Corycaeidae	Corycaeus
Ditrichocorycaeus anglicus	242105	128805	Ditrichocorycaeus anglicus	accepted	Species	Animalia	Arthropoda		Cyclopoida	Corycaeidae	Ditrichocorycaeus
Corymbellus	1010301	162518	Corymbellus	accepted	Genus	Chromista	Haptophyta		Prymnesiales	Prymnesiaceae	Corymbellus
Corymbellus aureus	237010	162519	Corymbellus aureus	accepted	Species	Chromista	Haptophyta		Prymnesiales	Prymnesiaceae	Corymbellus
Corymorpha nutans	239380	117452	Corymorpha nutans	accepted	Species	Animalia	Cnidaria		Anthoathecata	Corymorphidae	Corymorpha
Fjordia lineata	218155	1047411	Fjordia lineata	accepted	Species	Animalia	Mollusca		Nudibranchia	Coryphellidae	Fjordia
Corythodinium curvicaudatum	6009238	233754	Corythodinium curvicaudatum	accepted	Species	Chromista	Myzozoa		Peridiniales	Oxytoxaceae	Corythodinium
Coscinodiscophyceae	4000164	148900	Coscinodiscophyceae	unaccepted	Class	Chromista	Ochrophyta				
Coscinodiscus	1010402	148917	Coscinodiscus	accepted	Genus	Chromista	Ochrophyta		Coscinodiscales	Coscinodiscaceae	Coscinodiscus
Coscinodiscopsis commutata	237411	450729	Coscinodiscopsis commutata	alternate representation	Species	Chromista	Ochrophyta				Coscinodiscopsis
Coscinodiscus granii	237415	149271	Coscinodiscus granii	accepted	Species	Chromista	Ochrophyta		Coscinodiscales	Coscinodiscaceae	Coscinodiscus
Coscinodiscus wailesii	237425	156632	Coscinodiscus wailesii	uncertain	Species	Chromista	Ochrophyta		Coscinodiscales	Coscinodiscaceae	Coscinodiscus
Cosmarium	1010708	478557	Cosmarium	accepted	Genus	Plantae	Charophyta		Desmidiales	Desmidiaceae	Cosmarium
Cossura longocirrata	227884	129984	Cossura longocirrata	accepted	Species	Animalia	Annelida			Cossuridae	Cossura
Cottidae	2002019	125589	Cottidae	accepted	Family	Animalia	Chordata		Perciformes	Cottidae	
Cottus	1001700	126148	Cottus	accepted	Genus	Animalia	Chordata		Perciformes	Cottidae	Cottus
Cottus gobio	102609	127196	Cottus gobio	accepted	Species	Animalia	Chordata		Perciformes	Cottidae	Cottus
Coxliella helix	238558	235759	Coxliella helix	nomen dubium	Species	Chromista	Ciliophora		Choreotrichida	Metacylididae	Coxliella
Crangon	1004833	107007	Crangon	accepted	Genus	Animalia	Arthropoda		Decapoda	Crangonidae	Crangon
Crangon allmanni	217805	107551	Crangon allmanni	accepted	Species	Animalia	Arthropoda		Decapoda	Crangonidae	Crangon
Crangon allmanni	217805	107551	Crangon allmanni	accepted	Species	Animalia	Arthropoda		Decapoda	Crangonidae	Crangon
Crangon crangon	217806	107552	Crangon crangon	accepted	Species	Animalia	Arthropoda		Decapoda	Crangonidae	Crangon
Crangonidae	2001555	106782	Crangonidae	accepted	Family	Animalia	Arthropoda		Decapoda	Crangonidae	
Novocrania anomala	249571	235385	Novocrania anomala	accepted	Species	Animalia	Brachiopoda		Craniida	Craniidae	Novocrania
Choanoflagellatea	4000168	580116	Choanoflagellatea	accepted	Class	Protozoa	Choanozoa				
Crassicorophium crassicorne	243512	397383	Crassicorophium crassicorne	accepted	Species	Animalia	Arthropoda		Amphipoda	Corophiidae	Crassicorophium
Magallana gigas	249392	836033	Magallana gigas	accepted	Species	Animalia	Mollusca		Ostreida	Ostreidae	Magallana
Crassula aquatica	1875	715996	Crassula aquatica	accepted	Species	Plantae	Tracheophyta		Saxifragales	Crassulaceae	Crassula
Craticula cuspidata	237674	163907	Craticula cuspidata	alternate representation	Species	Chromista	Ochrophyta		Naviculales	Stauroneidaceae	Craticula
Crenella decussata	102715	140440	Crenella decussata	accepted	Species	Animalia	Mollusca		Mytilida	Mytilidae	Crenella
Crepidula fornicata	217946	138963	Crepidula fornicata	accepted	Species	Animalia	Mollusca		Littorinimorpha	Calyptraeidae	Crepidula
Cricotopus	1010054	150874	Cricotopus	accepted	Genus	Animalia	Arthropoda		Diptera	Chironomidae	Cricotopus
Crinoidea	4000085	123081	Crinoidea	accepted	Class	Animalia	Echinodermata				
Crisia	1009561	111032	Crisia	accepted	Genus	Animalia	Bryozoa		Cyclostomatida	Crisiidae	Crisia
Crisia eburnea	234158	111696	Crisia eburnea	accepted	Species	Animalia	Bryozoa		Cyclostomatida	Crisiidae	Crisia
Cristatella mucedo	6000121	254615	Cristatella mucedo	accepted	Species	Animalia	Bryozoa		Plumatellida	Cristatellidae	Cristatella
Crossaster papposus	217692	124154	Crossaster papposus	accepted	Species	Animalia	Echinodermata		Valvatida	Solasteridae	Crossaster
Crucigenia	1010745	178617	Crucigenia	accepted	Genus	Plantae	Chlorophyta		Trebouxiophyceae ordo incertae sedis	Trebouxiophyceae incertae sedis	Crucigenia
Crucigenia fenestrata	238797	558759	Crucigenia fenestrata	accepted	Species	Plantae	Chlorophyta		Trebouxiophyceae ordo incertae sedis	Trebouxiophyceae incertae sedis	Crucigenia
Crucigenia quadrata	238798	178962	Crucigenia quadrata	accepted	Species	Plantae	Chlorophyta		Trebouxiophyceae ordo incertae sedis	Trebouxiophyceae incertae sedis	Crucigenia
Crucigenia tetrapedia	238799	178619	Crucigenia tetrapedia	accepted	Species	Plantae	Chlorophyta		Trebouxiophyceae ordo incertae sedis	Trebouxiophyceae incertae sedis	Crucigenia
Crucigenia	1010745	178617	Crucigenia	accepted	Genus	Plantae	Chlorophyta		Trebouxiophyceae ordo incertae sedis	Trebouxiophyceae incertae sedis	Crucigenia
Willea apiculata	238800	839163	Willea apiculata	accepted	Species	Plantae	Chlorophyta		Sphaeropleales	Scenedesmaceae	Willea
Willea irregularis	238828	248176	Willea irregularis	unaccepted	Species	Plantae	Chlorophyta		Sphaeropleales	Scenedesmaceae	Willea
Willea rectangularis	238803	840472	Willea rectangularis	accepted	Species	Plantae	Chlorophyta		Sphaeropleales	Scenedesmaceae	Willea
Cruoria	1008421	144145	Cruoria	accepted	Genus	Plantae	Rhodophyta		Gigartinales	Cruoriaceae	Cruoria
Cruoria pellita	232563	145612	Cruoria pellita	accepted	Species	Plantae	Rhodophyta		Gigartinales	Cruoriaceae	Cruoria
Crustacea	4000076	1066	Crustacea	accepted	Subphylum	Animalia	Arthropoda				
Cryothecomonas	1010680	118011	Cryothecomonas	accepted	Genus	Chromista	Cercozoa		Cryomonadida	Protaspidae	Cryothecomonas
Cryothecomonas scybalophora	238618	118047	Cryothecomonas scybalophora	accepted	Species	Chromista	Cercozoa		Cryomonadida	Protaspidae	Cryothecomonas
Cryptocelides loveni	234706	142838	Cryptocelides loveni	accepted	Species	Animalia	Platyhelminthes		Polycladida	Polyposthiidae	Cryptocelides
Cryptochironomus	1009978	181574	Cryptochironomus	accepted	Genus	Animalia	Arthropoda		Diptera	Chironomidae	Cryptochironomus
Cryptomonadales	3000615	17640	Cryptomonadales	accepted	Order	Chromista	Cryptophyta		Cryptomonadales		
Cryptomonas	1010525	106282	Cryptomonas	accepted	Genus	Chromista	Cryptophyta		Cryptomonadales	Cryptomonadaceae	Cryptomonas
Cryptomonas obovata	238031	572014	Cryptomonas obovata	uncertain	Species	Chromista	Cryptophyta		Cryptomonadales	Cryptomonadaceae	Cryptomonas
Cryptomonas ovata	238032	155554	Cryptomonas ovata	accepted	Species	Chromista	Cryptophyta		Cryptomonadales	Cryptomonadaceae	Cryptomonas
Cryptophyceae	4000167	17639	Cryptophyceae	accepted	Class	Chromista	Cryptophyta				
Cryptosula	1009523	110898	Cryptosula	accepted	Genus	Animalia	Bryozoa		Cheilostomatida	Cryptosulidae	Cryptosula
Cryptosula pallasiana	234094	111343	Cryptosula pallasiana	accepted	Species	Animalia	Bryozoa		Cheilostomatida	Cryptosulidae	Cryptosula
Ctenolabrus rupestris	206168	126964	Ctenolabrus rupestris	accepted	Species	Animalia	Chordata		Eupercaria incertae sedis	Labridae	Ctenolabrus
Ctenophora	1006888	1248	Ctenophora	accepted	Phylum	Animalia	Ctenophora				
Panningia	1004789	123485	Panningia	accepted	Genus	Animalia	Echinodermata		Dendrochirotida	Cucumariidae	Panningia
Leptopentacta elongata	217738	124635	Leptopentacta elongata	unaccepted	Species	Animalia	Echinodermata		Dendrochirotida	Cucumariidae	Leptopentacta
Cucumariidae	2001939	123187	Cucumariidae	accepted	Family	Animalia	Echinodermata		Dendrochirotida	Cucumariidae	
Culex (Culex)	252259	494564	Culex (Culex)	accepted	Subgenus	Animalia	Arthropoda		Diptera	Culicidae	Culex
Phaxas pellucidus	218300	140737	Phaxas pellucidus	accepted	Species	Animalia	Mollusca		Adapedonta	Pharidae	Phaxas
Cumacea	3000220	1137	Cumacea	accepted	Order	Animalia	Arthropoda		Cumacea		
Cuspidaria	1005088	137858	Cuspidaria	accepted	Genus	Animalia	Mollusca			Cuspidariidae	Cuspidaria
Tropidomya abbreviata	249086	139470	Tropidomya abbreviata	accepted	Species	Animalia	Mollusca			Cuspidariidae	Tropidomya
Cuspidaria cuspidata	218240	139442	Cuspidaria cuspidata	accepted	Species	Animalia	Mollusca			Cuspidariidae	Cuspidaria
Cuspidaria obesa	102754	139450	Cuspidaria obesa	accepted	Species	Animalia	Mollusca			Cuspidariidae	Cuspidaria
Cuspidothrix issatschenkoi	263645	621617	Cuspidothrix issatschenkoi	accepted	Species	Bacteria	Cyanobacteria		Nostocales	Nostocaceae	Cuspidothrix
Cutleria multifida	232748	145297	Cutleria multifida	accepted	Species	Chromista	Ochrophyta		Cutleriales	Cutleriaceae	Cutleria
Cyanea	1010863	135259	Cyanea	accepted	Genus	Animalia	Cnidaria		Semaeostomeae	Cyaneidae	Cyanea
Cyanea capillata	239374	135301	Cyanea capillata	accepted	Species	Animalia	Cnidaria		Semaeostomeae	Cyaneidae	Cyanea
Cyanobacteria	5000053	146537	Cyanobacteria	accepted	Phylum	Bacteria	Cyanobacteria				
Cyanocatena imperfecta	263382	622903	Cyanocatena imperfecta	accepted	Species	Bacteria	Cyanobacteria		Synechococcales	Synechococcaceae	Cyanocatena
Cyanodictyon	1010267	177108	Cyanodictyon	accepted	Genus	Bacteria	Cyanobacteria		Synechococcales	Synechococcaceae	Cyanodictyon
Cyanodictyon balticum	236877	707720	Cyanodictyon balticum	accepted	Species	Bacteria	Cyanobacteria		Synechococcales	Synechococcaceae	Cyanodictyon
Cyanocatena imperfecta	263382	622903	Cyanocatena imperfecta	accepted	Species	Bacteria	Cyanobacteria		Synechococcales	Synechococcaceae	Cyanocatena
Cyanodictyon planctonicum	236879	177112	Cyanodictyon planctonicum	accepted	Species	Bacteria	Cyanobacteria		Synechococcales	Synechococcaceae	Cyanodictyon
Cyanodictyon reticulatum	236880	177113	Cyanodictyon reticulatum	accepted	Species	Bacteria	Cyanobacteria		Synechococcales	Synechococcaceae	Cyanodictyon
Cyanonephron	1010268	177121	Cyanonephron	accepted	Genus	Bacteria	Cyanobacteria		Synechococcales	Synechococcaceae	Cyanonephron
Cyanonephron styloides	263738	177122	Cyanonephron styloides	accepted	Species	Bacteria	Cyanobacteria		Synechococcales	Synechococcaceae	Cyanonephron
Cyanophthalma obscura	233441	122739	Cyanophthalma obscura	accepted	Species	Animalia	Nemertea		Monostilifera	Sacconemertidae	Cyanophthalma
Cyanophthalma obscura	233441	122739	Cyanophthalma obscura	accepted	Species	Animalia	Nemertea		Monostilifera	Sacconemertidae	Cyanophthalma
Cyanophyceae	4000147	146542	Cyanophyceae	accepted	Class	Bacteria	Cyanobacteria				
Cyanophyceae	4000147	146542	Cyanophyceae	accepted	Class	Bacteria	Cyanobacteria				
Cyanobacteria	5000053	146537	Cyanobacteria	accepted	Phylum	Bacteria	Cyanobacteria				
Cyanobacteria	5000053	146537	Cyanobacteria	accepted	Phylum	Bacteria	Cyanobacteria				
Cyathura carinata	243201	118474	Cyathura carinata	accepted	Species	Animalia	Arthropoda		Isopoda	Anthuridae	Cyathura
Cyclopoida	3000209	1101	Cyclopoida	accepted	Order	Animalia	Arthropoda		Cyclopoida		
Cyclotella	1010371	148905	Cyclotella	accepted	Genus	Chromista	Ochrophyta		Thalassiosirales	Stephanodiscaceae	Cyclotella
Cyclotella choctawhatcheeana	237229	148908	Cyclotella choctawhatcheeana	uncertain	Species	Chromista	Ochrophyta		Thalassiosirales	Stephanodiscaceae	Cyclotella
Cyclotella glomerata	237232	149260	Cyclotella glomerata	uncertain	Species	Chromista	Ochrophyta		Thalassiosirales	Stephanodiscaceae	Cyclotella
Cyclotella meneghiniana	237234	148909	Cyclotella meneghiniana	accepted	Species	Chromista	Ochrophyta		Thalassiosirales	Stephanodiscaceae	Cyclotella
Cylichna	1005016	137867	Cylichna	accepted	Genus	Animalia	Mollusca		Cephalaspidea	Cylichnidae	Cylichna
Cylichna alba	232151	139474	Cylichna alba	accepted	Species	Animalia	Mollusca		Cephalaspidea	Cylichnidae	Cylichna
Cylichna cylindracea	218099	139476	Cylichna cylindracea	accepted	Species	Animalia	Mollusca		Cephalaspidea	Cylichnidae	Cylichna
Cylindrotheca	1010464	149003	Cylindrotheca	accepted	Genus	Chromista	Ochrophyta		Bacillariales	Bacillariaceae	Cylindrotheca
Cylindrotheca closterium	237761	149004	Cylindrotheca closterium	accepted	Species	Chromista	Ochrophyta		Bacillariales	Bacillariaceae	Cylindrotheca
Cymatopleura	1010489	149007	Cymatopleura	accepted	Genus	Chromista	Ochrophyta		Surirellales	Surirellaceae	Cymatopleura
Cymatosira	1010425	149011	Cymatosira	accepted	Genus	Chromista	Ochrophyta		Cymatosirales	Cymatosiraceae	Cymatosira
Cymbella	1010477	149538	Cymbella	accepted	Genus	Chromista	Ochrophyta		Cymbellales	Cymbellaceae	Cymbella
Cymbomonas	1010808	134527	Cymbomonas	accepted	Genus	Plantae	Chlorophyta		Pyramimonadales	Pyramimonadaceae	Cymbomonas
Cymbomonas tetramitiformis	238977	134545	Cymbomonas tetramitiformis	accepted	Species	Plantae	Chlorophyta		Pyramimonadales	Pyramimonadaceae	Cymbomonas
Cyperaceae	2002714	382428	Cyperaceae	accepted	Family	Plantae	Tracheophyta		Poales	Cyperaceae	
Skogsbergia megalops	244409	127727	Skogsbergia megalops	accepted	Species	Animalia	Arthropoda		Myodocopida	Cypridinidae	Skogsbergia
Cyrnus	1001862	878583	Cyrnus	unaccepted	Genus	Animalia	Arthropoda		Decapoda	Inachoididae	Cyrnus
Cystoclonium purpureum	232565	145615	Cystoclonium purpureum	accepted	Species	Plantae	Rhodophyta		Gigartinales	Cystocloniaceae	Cystoclonium
Dactyliosolen blavyanus	237460	179786	Dactyliosolen blavyanus	alternate representation	Species	Chromista	Ochrophyta		Rhizosoleniales	Rhizosoleniaceae	Dactyliosolen
Dactyliosolen fragilissimus	237461	149310	Dactyliosolen fragilissimus	alternate representation	Species	Chromista	Ochrophyta		Rhizosoleniales	Rhizosoleniaceae	Dactyliosolen
Dactyliosolen phuketensis	237462	248064	Dactyliosolen phuketensis	alternate representation	Species	Chromista	Ochrophyta		Rhizosoleniales	Rhizosoleniaceae	Dactyliosolen
Daphnia	1009426	148370	Daphnia	accepted	Genus	Animalia	Arthropoda		Anomopoda	Daphniidae	Daphnia
Daphnia cristata	263821	378582	Daphnia cristata	accepted	Species	Animalia	Arthropoda		Anomopoda	Daphniidae	Daphnia
Daphnia cristata cristata	6009221	378583	Daphnia cristata cristata	accepted	Subspecies	Animalia	Arthropoda		Anomopoda	Daphniidae	Daphnia
Daphnia cucullata	233772	148371	Daphnia cucullata	accepted	Species	Animalia	Arthropoda		Anomopoda	Daphniidae	Daphnia
Daphnia cucullata cucullata	6009222	378586	Daphnia cucullata cucullata	accepted	Subspecies	Animalia	Arthropoda		Anomopoda	Daphniidae	Daphnia
Daphnia galeata	242088	717575	Daphnia galeata	accepted	Species	Animalia	Arthropoda		Anomopoda	Daphniidae	Daphnia
Dasya baillouviana	232617	144714	Dasya baillouviana	accepted	Species	Plantae	Rhodophyta		Ceramiales	Dasyaceae	Dasya
Dasysiphonia japonica	232621	836896	Dasysiphonia japonica	accepted	Species	Plantae	Rhodophyta		Ceramiales	Dasyaceae	Dasysiphonia
Daturella	6009254	341300	Daturella	accepted	Genus	Chromista	Ciliophora		Choreotrichida	Tintinnidae	Daturella
Decapoda	3000217	1130	Decapoda	accepted	Order	Animalia	Arthropoda		Decapoda		
Tellimya tenella	232154	152397	Tellimya tenella	accepted	Species	Animalia	Mollusca		Galeommatida	Lasaeidae	Tellimya
Delectopecten vitreus	102721	140702	Delectopecten vitreus	accepted	Species	Animalia	Mollusca		Pectinida	Pectinidae	Delectopecten
Delesseria	1008456	143883	Delesseria	accepted	Genus	Plantae	Rhodophyta		Ceramiales	Delesseriaceae	Delesseria
Delesseriaceae	2002213	143673	Delesseriaceae	accepted	Family	Plantae	Rhodophyta		Ceramiales	Delesseriaceae	
Delesseria sanguinea	232618	144744	Delesseria sanguinea	accepted	Species	Plantae	Rhodophyta		Ceramiales	Delesseriaceae	Delesseria
Demospongiae	4000002	164811	Demospongiae	accepted	Class	Animalia	Porifera				
Dendrochirotida	3000815	123111	Dendrochirotida	accepted	Order	Animalia	Echinodermata		Dendrochirotida		
Dendrocoelum	1008250	394913	Dendrocoelum	accepted	Genus	Animalia	Platyhelminthes		Tricladida	Dendrocoelidae	Dendrocoelum
Dendrocoelum lacteum	231027	416409	Dendrocoelum lacteum	accepted	Species	Animalia	Platyhelminthes		Tricladida	Dendrocoelidae	Dendrocoelum
Dendrodoa grossularia	234256	103882	Dendrodoa grossularia	accepted	Species	Animalia	Chordata		Stolidobranchia	Styelidae	Dendrodoa
Derbesia marina	232838	144462	Derbesia marina	accepted	Species	Plantae	Chlorophyta		Bryopsidales	Derbesiaceae	Derbesia
Deshayesorchestia deshayesii	243728	236548	Deshayesorchestia deshayesii	accepted	Species	Animalia	Arthropoda		Amphipoda	Talitridae	Deshayesorchestia
Desmarella	1010549	105532	Desmarella	accepted	Genus	Protozoa	Choanozoa		Craspedida	Codonosigaceae	Desmarella
Desmarella moniliformis	238114	105636	Desmarella moniliformis	accepted	Species	Protozoa	Choanozoa		Craspedida	Codonosigaceae	Desmarella
Desmarestia	1008534	144061	Desmarestia	accepted	Genus	Chromista	Ochrophyta		Desmarestiales	Desmarestiaceae	Desmarestia
Desmarestia aculeata	232734	145307	Desmarestia aculeata	accepted	Species	Chromista	Ochrophyta		Desmarestiales	Desmarestiaceae	Desmarestia
Desmarestia viridis	232735	145310	Desmarestia viridis	accepted	Species	Chromista	Ochrophyta		Desmarestiales	Desmarestiaceae	Desmarestia
Desmatractum	1015214	601041	Desmatractum	accepted	Genus	Plantae	Chlorophyta		Chlamydomonadales	Treubariaceae	Desmatractum
Desmodesmus	1010759	249711	Desmodesmus	accepted	Genus	Plantae	Chlorophyta		Sphaeropleales	Scenedesmaceae	Desmodesmus
Desmodesmus abundans	238841	612498	Desmodesmus abundans	accepted	Species	Plantae	Chlorophyta		Sphaeropleales	Scenedesmaceae	Desmodesmus
Desmodesmus armatus	238842	612499	Desmodesmus armatus	accepted	Species	Plantae	Chlorophyta		Sphaeropleales	Scenedesmaceae	Desmodesmus
Desmodesmus armatus var. armatus	248652	1304622	Desmodesmus armatus var. armatus	accepted	Variety	Plantae	Chlorophyta		Sphaeropleales	Scenedesmaceae	Desmodesmus
Desmodesmus armatus var. bicaudatus	248650	672032	Desmodesmus armatus var. bicaudatus	accepted	Variety	Plantae	Chlorophyta		Sphaeropleales	Scenedesmaceae	Desmodesmus
Desmodesmus armatus var. armatus	248652	1304622	Desmodesmus armatus var. armatus	accepted	Variety	Plantae	Chlorophyta		Sphaeropleales	Scenedesmaceae	Desmodesmus
